Label;MovelPackage;PrecoTargetOfertaProposta >=;PrecoTargetOfertaProposta <=;MovelPontos_PrecoDadosDep;DadosMovel;FamiliaTVMovel;IsTerminalFicticio;UF;RegiaoMovel;REGIAO;.VelocidadeVeloxTela;.PlanoTVComDVR;TV;OfertaComDescontoDACC;FranquiaVCLD;WorkGroup;Return;TopOfertaFicticio;EmpacotaDados;ClassificacaoPreco;.NivelPreco;PrecoMovelTotalComFidel;PrecoMovelVozComFidel;PrecoMovelDadosTitularComFidel;PrecoPlanoFixoFidel;PrecoPlanoTVFidel;.PrecoFixoLDComFidel;.PrecoFixoVCComFidel;PrecoPlanoVeloxSemSVAFidel;PrecoPlanoVeloxComSVAFidel;PrecoSVAVeloxFidel;PrecoDescontoDACC;.TipoPlanoMovel;CodigoCampanhaVozSemSVASemLDSemVCFidel;.CodigoCampanhaVozSemSVASemLDComVCFidel;.CodigoCampanhaVozSemSVAComLDSemVCFidel;.CodigoCampanhaVozSemSVAComLDComVCFidel;.CodigoCampanhaVozComSVASemLDSemVCFidel;.CodigoCampanhaVozComSVASemLDComVCFidel;.CodigoCampanhaVozComSVAComLDSemVCFidel;.CodigoCampanhaVozComSVAComLDComVCFidel;.CodigoOfertaVozSemSVASemLDSemVCFidel;.CodigoOfertaVozSemSVASemLDComVCFidel;.CodigoOfertaVozSemSVAComLDSemVCFidel;.CodigoOfertaVozSemSVAComLDComVCFidel;.CodigoOfertaVozComSVASemLDSemVCFidel;.CodigoOfertaVozComSVASemLDComVCFidel;.CodigoOfertaVozComSVAComLDSemVCFidel;.CodigoOfertaVozComSVAComLDComVCFidel;PermiteAddOnSMS;FranquiaSMS;.MinLDofertaOn;.MinVCoferta;.MinLDOfertaFixo;.ValorMultaFidel;ElegivelResgatePontosDadosMovel;Pontos;ConteudosOnlineFidel;AplicativosTitularFidel;AplicativosDependenteFidel;IsencoesTrafegoTitularFidel;IsencoesTrafegoDependenteFidel
else if;Oi Total Conectado Digital;259.9;261.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N24""";226.9;27.4;79.5;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_024_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_024_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;244.9;259.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N25""";224.9;28.6;71.3;55.1;;;;69.9;39.3;20.6;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CINT_OF4""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CINT_OF4""";False;99999;99999;99999;99999;549;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;249.9;254.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N26""";219.9;27.4;72.5;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_025_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_025_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;244.9;249.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N27""";214.9;27.4;67.5;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_026_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_026_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;241.9;244.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N28""";209.9;27.4;62.5;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_027_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_027_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;239.9;241.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N29""";206.9;27.4;59.5;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_028_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_028_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;224.9;239.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N30""";204.9;26.9;53;43;;;;82;61.4;20.6;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF3""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF3""";False;99999;99999;99999;99999;549;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;229.9;234.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N31""";199.9;26.89;53.01;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_029_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_029_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;224.9;229.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N32""";194.9;26.45;48.45;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_030_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_030_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;219.9;224.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N33""";189.9;26.02;43.88;50.1;;;;69.9;49.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_031_DIG_10GB_BL5_DEP1""";;;;;;;;"""OT_SET18_FID_CONEC_RET_031_DIG_10GB_BL5_DEP1""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;195.7;219.9;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N34""";184.9;26.9;53;35.1;;;;69.9;39.3;20.6;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF2""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF2""";False;99999;99999;99999;99999;549;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;-9999;205.7;49.9;10000;;False;;G1;;VX 35mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N35""";170.7;26.9;53;20.9;;;;69.9;50;19.9;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF1""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D3_BL5_CBAS_OF1""";False;99999;99999;99999;99999;549;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;316.9;9999;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N1""";286.9;27.4;159.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_001_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_001_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;311.9;316.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N2""";281.9;27.4;154.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_002_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_002_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;306.9;311.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N3""";276.9;27.4;149.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_003_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_003_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;301.9;306.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N4""";271.9;27.4;144.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_004_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_004_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;296.9;301.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N5""";266.9;27.4;139.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_005_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_005_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;291.9;296.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N6""";261.9;27.4;134.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_006_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_006_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;286.9;291.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N7""";256.9;27.4;129.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_007_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_007_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;281.9;286.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N8""";251.9;27.4;124.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_008_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_008_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;276.9;281.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N9""";246.9;27.4;119.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_009_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_009_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;271.9;276.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N10""";241.9;27.4;114.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_010_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_010_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;269.9;271.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N11""";236.9;27.4;109.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_011_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_011_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;266.9;269.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N12""";234.9;27.4;107.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_012_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_012_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;264.9;266.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N13""";231.9;27.4;104.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_013_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_013_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;262.9;264.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N14""";229.9;27.4;102.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_014_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_014_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;261.9;262.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N15""";227.9;27.4;100.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_015_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_015_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;259.9;261.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N16""";226.9;27.4;99.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_016_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_016_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;256.9;259.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N17""";224.9;27.4;97.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_017_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_017_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;254.9;256.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N18""";221.9;27.4;94.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_018_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_018_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;252.9;254.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N19""";219.9;27.4;92.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_019_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_019_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;249.9;252.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N20""";217.9;27.4;90.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_020_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_020_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;246.9;249.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N21""";214.9;27.4;87.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_021_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_021_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;244.9;246.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N22""";211.9;27.4;84.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_022_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_022_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;241.9;244.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N23""";209.9;27.4;82.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_023_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_023_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;239.9;241.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N24""";206.9;27.4;79.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_024_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_024_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;234.9;239.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N25""";204.9;28.6;71.3;55.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D1_BL5_CINT_OF4""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D1_BL5_CINT_OF4""";False;99999;99999;99999;99999;549;False;0;"Coleção Oi, WatchESPN, Noggin, Discovery Kids ON e Crackle
";CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;229.9;234.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N26""";199.9;27.4;72.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_025_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_025_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;224.9;229.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N27""";194.9;27.4;67.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_026_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_026_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;221.9;224.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N28""";189.9;27.4;62.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_027_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_027_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;219.9;221.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N29""";186.9;27.4;59.5;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_028_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_028_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;214.9;219.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N30""";184.9;26.9;53;43;;;;62;41.4;20.6;;"""Mais""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D1_BL5_CBAS_OF3""";;;;;;;;"""OT_MIG_JUL18_FID_3PM_PILIM_10GB_D1_BL5_CBAS_OF3""";False;99999;99999;99999;99999;549;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;209.9;214.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N31""";179.9;26.89;53.01;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_029_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_029_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
else if;Oi Total Conectado Digital;204.9;209.9;29.9;10000;;False;;G1;;VX Até 15mb;False;"""""";;;CobrancaMovel;;False;False;Retencao;"""N32""";174.9;26.45;48.45;50.1;;;;49.9;29.3;20.6;;"""Mais""";;;;;;;;"""OT_SET18_FID_CONEC_RET_030_DIG_10GB_BL5_DEP3""";;;;;;;;"""OT_SET18_FID_CONEC_RET_030_DIG_10GB_BL5_DEP3""";False;99999;99999;99999;99999;799;False;0;;CLIC News;Oi Revistas, Te Ligou Pro e Oi Audio Livros;;
